current_name,steamid64,oz_id,c_all,c180,c31,c7,first_hit_utc,last_hit_utc
Pureblue,76561198045648351,647,1,0,0,0,2018-01-18,2018-01-18
R bong,76561198877831575,3420,1,0,0,0,2021-12-03,2021-12-03
R3PS alt,76561198164318881,2280,1,0,0,0,2018-12-29,2018-12-29
RIPBOZO Stubley :D,76561198101357494,3704,1,0,0,0,2021-10-10,2021-10-10
RRobot,76561198053236706,743,1,0,0,0,2015-05-11,2015-05-11
Rainy,76561198009848533,3124,1,0,0,0,2023-07-17,2023-07-17
Ramses,76561199017630166,3139,1,0,0,0,2020-06-12,2020-06-12
Raw MEAT,76561198391148639,2688,1,0,0,0,2020-07-13,2020-07-13
RealDoug,76561198963857433,2580,1,0,0,0,2020-12-26,2020-12-26
Reptos,76561198098034038,1043,1,0,0,0,2017-09-18,2017-09-18
Rinnxa,76561198082463202,3632,1,0,0,0,2021-09-12,2021-09-12
Robbie Rotten,76561198051158818,762,1,0,0,0,2017-02-18,2017-02-18
Rogue,76561198049370323,2638,1,0,0,0,2020-12-14,2020-12-14
Rubbercube,76561198061115484,615,1,0,0,0,2017-02-15,2017-02-15
S P A C E S H I P,76561198049556321,2650,1,0,0,0,2023-04-04,2023-04-04
Saiiiiiiiissy,76561198089572930,4760,1,0,0,0,2024-10-22,2024-10-22
Sailor,76561198214560685,854,1,0,0,0,2017-09-30,2017-09-30
Salem,76561198017338097,1674,1,0,0,0,2015-10-16,2015-10-16
Sammi <3,76561198009589826,547,1,0,0,0,2017-01-23,2017-01-23
Savage,76561198871404377,5113,1,0,0,0,2024-05-31,2024-05-31
Schuey,76561198129577552,757,1,0,0,0,2016-07-05,2016-07-05
Scotty,76561198062227632,3472,1,0,0,0,2015-09-29,2015-09-29
Sev,76561198281996350,5205,1,0,0,0,2024-11-18,2024-11-18
Shabba Ranks,76561198047617787,814,1,0,0,0,2015-10-18,2015-10-18
Sleepy,76561198799503871,3559,1,0,0,0,2022-11-18,2022-11-18
Sly Samuel,76561198371274370,5304,1,0,0,0,2024-12-08,2024-12-08
Solitude.,76561198077903613,141,1,0,0,0,2015-02-11,2015-02-11
Some Psychokotik Kid.,76561198086770531,817,1,0,0,0,2017-10-20,2017-10-20
Sox,76561198176217879,543,1,0,0,0,2017-01-17,2017-01-17
Space Dragon,76561198340761215,1562,1,0,0,0,2018-08-04,2018-08-04
Spacetime,76561198049219015,172,1,0,0,0,2016-03-15,2016-03-15
Spealot,76561198160298174,3862,1,0,0,0,2024-02-01,2024-02-01
Spooky Dooky Tony,76561198047255964,1144,1,0,0,0,2016-10-24,2016-10-24
Tasman,76561198041224384,3144,1,0,0,0,2014-02-16,2014-02-16
The Comedy Manifesto,76561198835823897,2602,1,0,0,0,2021-01-29,2021-01-29
TheGoyimThatKnew,76561198209237161,4713,1,0,0,0,2020-09-25,2020-09-25
TheHolyKetchup,76561198044298308,421,1,0,0,0,2016-09-19,2016-09-19
TheWarpLord,76561198158347460,1201,1,0,0,0,2019-01-26,2019-01-26
ThonkaS,76561198041308184,1256,1,0,0,0,2014-12-16,2014-12-16
Trickstar,76561198149780676,457,1,0,0,0,2016-08-13,2016-08-13
Tux,76561198039000791,3986,1,0,0,0,2015-01-31,2015-01-31
Twifty,76561198804124989,4933,1,0,0,0,2024-05-25,2024-05-25
UltimateSucc,76561198408729649,1218,1,0,0,0,2017-12-21,2017-12-21
Vampyr,76561198425724227,5261,1,0,0,0,2024-05-19,2024-05-19
Vinty,76561197970644316,1214,1,0,0,0,2014-11-08,2014-11-08
Violet,76561199220958694,4584,1,0,0,0,2023-07-06,2023-07-06
VisiWubz,76561198047651540,953,1,0,0,0,2020-06-26,2020-06-26
Vlog,76561198280925326,2703,1,0,0,0,2021-03-09,2021-03-09
WAMO,76561199015670724,3855,1,0,0,0,2020-07-16,2020-07-16
WORLD's BLaNKIEsT BLaNK,76561198010801847,206,1,0,0,0,2020-06-30,2020-06-30
Wampy,76561199211235248,4273,1,0,0,0,2023-08-19,2023-08-19
Whipple,76561198049386982,1342,1,0,0,0,2014-09-12,2014-09-12
Wild_Rumpus,76561198066393719,5882,1,0,0,0,2022-10-23,2022-10-23
WitlessConnor,76561198073709029,2636,1,0,0,0,2022-02-08,2022-02-08
Wonkerz,76561198827195435,1492,1,0,0,0,2018-07-07,2018-07-07
Yaz,76561198088001890,149,1,0,0,0,2016-05-13,2016-05-13
Yeni,76561198045696353,1843,1,0,0,0,2014-12-19,2014-12-19
ZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZZ,76561198357506683,1497,1,0,0,0,2017-11-16,2017-11-16
Zoey,76561198018887052,73,1,0,0,0,2024-07-27,2024-07-27
Zyh,76561198108208794,5771,1,0,0,0,2019-07-23,2019-07-23
[ZSU] Not So Bulletproof,76561198088661413,2415,1,0,0,0,2015-01-27,2015-01-27
[lime_rotten],76561198060895220,4825,1,0,0,0,2023-10-15,2023-10-15
_.z,76561198045370612,458,1,0,0,0,2016-10-15,2016-10-15
_YEE,76561198044040744,5238,1,1,1,0,2025-09-08,2025-09-08
a Jerry Can,76561199405735306,5638,1,1,0,0,2025-06-08,2025-06-08
a small green dot,76561198254802111,5328,1,0,0,0,2018-08-08,2018-08-08
adam_,76561198344722355,1956,1,0,0,0,2019-02-03,2019-02-03
amiibo king,76561198264839805,1986,1,0,0,0,2021-11-24,2021-11-24
antony,76561198104848497,860,1,0,0,0,2018-06-10,2018-06-10
archie,76561198985182553,4808,1,0,0,0,2024-11-27,2024-11-27
armor,76561198118978152,3884,1,0,0,0,2015-01-05,2015-01-05
at☢mic,76561198111605917,2626,1,0,0,0,2020-08-06,2020-08-06
azeroy,76561198051020829,4459,1,0,0,0,2014-07-04,2014-07-04
beanbagg,76561198057006924,5640,1,0,0,0,2015-06-25,2015-06-25
biowill,76561198010938714,237,1,0,0,0,2016-02-04,2016-02-04
blood,76561198804664935,2201,1,0,0,0,2019-07-20,2019-07-20
boo,76561198968978173,2817,1,0,0,0,2022-05-19,2022-05-19
boop,76561198117156327,1110,1,0,0,0,2016-06-20,2016-06-20
boz.,76561198157593098,5361,1,0,0,0,2017-04-16,2017-04-16
bubonic boulevard,76561198885817835,3594,1,0,0,0,2021-08-14,2021-08-14
butterflyy,76561198008426956,587,1,0,0,0,2018-03-12,2018-03-12
bzurk,76561198069674214,3546,1,0,0,0,2021-09-22,2021-09-22
callum.jones2008,76561198050053720,4244,1,0,0,0,2016-01-24,2016-01-24
ch,76561198213943015,1731,1,0,0,0,2018-09-21,2018-09-21
channy,76561198030457233,2814,1,0,0,0,2021-09-23,2021-09-23
choco milk,76561198167049794,2450,1,0,0,0,2020-08-04,2020-08-04
clay,76561198031415805,4539,1,0,0,0,2023-05-28,2023-05-28
climaX^,76561198088627465,767,1,0,0,0,2019-11-06,2019-11-06
clippen,76561198004347851,5088,1,0,0,0,2013-11-04,2013-11-04
cookies,76561198132937542,2796,1,0,0,0,2018-09-08,2018-09-08
cow,76561199013868471,5421,1,1,0,0,2025-08-15,2025-08-15
cozy,76561198314745612,563,1,0,0,0,2016-10-27,2016-10-27
crese,76561198194062387,5912,1,1,0,0,2025-07-21,2025-07-21
crumbarms,76561198408168601,1257,1,0,0,0,2017-12-03,2017-12-03
crunk,76561197987615069,395,1,0,0,0,2016-12-26,2016-12-26
crypto,76561198041112226,1162,1,0,0,0,2016-01-25,2016-01-25
cute korean girl,76561198085354805,2982,1,0,0,0,2020-11-15,2020-11-15
damndaniel088,76561198383940606,2101,1,0,0,0,2019-05-26,2019-05-26
daulzilla,76561198961111214,2193,1,0,0,0,2019-10-28,2019-10-28
dirt,76561198364684569,2843,1,0,0,0,2020-09-05,2020-09-05
dontwanttomakeuangry(4ill3),76561199182696283,5045,1,0,0,0,2024-01-20,2024-01-20
dr_cheese101,76561198373241438,5321,1,0,0,0,2024-12-15,2024-12-15
drw,76561198163369325,4312,1,0,0,0,2023-01-14,2023-01-14
eMnM,76561198317438014,601,1,0,0,0,2016-11-08,2016-11-08
elim[f],76561197960634188,3262,1,0,0,0,2021-03-14,2021-03-14
emo,76561198167100637,3397,1,0,0,0,2023-09-22,2023-09-22
error,76561198052604960,4401,1,0,0,0,2013-12-21,2013-12-21
ev,76561197961528786,2810,1,0,0,0,2020-07-14,2020-07-14
fam,76561198110654535,4209,1,1,0,0,2025-06-13,2025-06-13
far,76561198127496793,3668,1,0,0,0,2015-05-06,2015-05-06
fatsnowman⠀,76561198197903495,658,1,0,0,0,2019-06-22,2019-06-22
fez,76561198432133383,13,1,0,0,0,2022-06-12,2022-06-12
finzz,76561198304105258,4319,1,0,0,0,2021-07-06,2021-07-06
florence,76561198071558773,1320,1,0,0,0,2018-03-30,2018-03-30
flower boy,76561198439261205,1430,1,0,0,0,2018-03-02,2018-03-02
gim,76561198124043000,4046,1,0,0,0,2022-07-22,2022-07-22
grimmo,76561198866132135,1967,1,0,0,0,2019-03-21,2019-03-21
hasselnöt,76561198093269986,4792,1,0,0,0,2023-10-17,2023-10-17
hectic,76561198990806205,3434,1,0,0,0,2021-08-25,2021-08-25
hgw,76561199013628983,3791,1,0,0,0,2022-11-22,2022-11-22
hibi,76561198276390707,1979,1,0,0,0,2020-08-08,2020-08-08
hot milky,76561198301282416,2157,1,0,0,0,2016-08-27,2016-08-27
hunoke,76561199547047650,4851,1,0,0,0,2024-01-12,2024-01-12
hunter,76561198062219259,2531,1,0,0,0,2018-06-10,2018-06-10
i am cow i go moo,76561199069458153,3292,1,0,0,0,2021-11-02,2021-11-02
james18,76561198362678073,4399,1,0,0,0,2025-03-19,2025-03-19
jdi,76561198006280588,2932,1,0,0,0,2015-05-22,2015-05-22
june,76561198023513939,1597,1,0,0,0,2018-06-10,2018-06-10
kafka1920,76561198049385008,4860,1,0,0,0,2024-11-13,2024-11-13
king™,76561198183545511,3024,1,0,0,0,2020-10-04,2020-10-04
lad,76561198109350471,1989,1,0,0,0,2014-08-15,2014-08-15
laura,76561198831999657,2323,1,0,0,0,2019-11-11,2019-11-11
lofti,76561198034925746,1993,1,0,0,0,2021-11-19,2021-11-19
lolita,76561198167587883,708,1,0,0,0,2017-04-24,2017-04-24
marisa,76561198047636563,1229,1,0,0,0,2017-09-18,2017-09-18
meNace 🌆,76561198860210181,5637,1,0,0,0,2023-02-12,2023-02-12
michael,76561198065642311,1906,1,0,0,0,2021-07-10,2021-07-10
moose,76561198111283838,871,1,0,0,0,2017-05-22,2017-05-22
murdoc,76561198063341009,3541,1,0,0,0,2014-07-24,2014-07-24
niconicoliveleak.jp,76561199202326699,3767,1,0,0,0,2021-12-01,2021-12-01
noemie,76561198016686295,3964,1,0,0,0,2023-02-17,2023-02-17
noobar,76561198042991153,3959,1,0,0,0,2022-05-12,2022-05-12
ohnson,76561198094421005,3513,1,0,0,0,2023-02-07,2023-02-07
olivergeeoz,76561198166116815,4234,1,0,0,0,2024-05-11,2024-05-11
p3tep,76561199079118805,3020,1,0,0,0,2020-09-22,2020-09-22
pappa john,76561198125122466,2498,1,0,0,0,2015-07-08,2015-07-08
peamseye,76561198343328308,4008,1,0,0,0,2021-10-22,2021-10-22
peer,76561198166705315,2224,1,0,0,0,2020-05-13,2020-05-13
pest,76561198301711895,396,1,0,0,0,2016-06-04,2016-06-04
pewdekz,76561198048249674,2842,1,0,0,0,2015-09-12,2015-09-12
phn,76561198359132531,2459,1,0,0,0,2023-08-24,2023-08-24
pinball greg,76561198055239632,2975,1,0,0,0,2020-10-10,2020-10-10
pip,76561198125551756,1856,1,0,0,0,2019-03-05,2019-03-05
poolio,76561198027045573,413,1,0,0,0,2014-12-16,2014-12-16
pot,76561198045950906,3100,1,0,0,0,2020-05-16,2020-05-16
potmonger377,76561199217407346,4393,1,1,0,0,2025-07-09,2025-07-09
providence,76561198111411298,5136,1,0,0,0,2024-11-22,2024-11-22
quacked,76561198970819395,3408,1,0,0,0,2021-06-14,2021-06-14
r4ngaa,76561198060474595,5277,1,0,0,0,2025-03-07,2025-03-07
raging kid,76561198154299229,1734,1,0,0,0,2017-12-06,2017-12-06
ralon,76561198349949683,5600,1,1,0,0,2025-04-30,2025-04-30
razor,76561198088719650,95,1,0,0,0,2014-12-09,2014-12-09
rds,76561198094846610,1301,1,0,0,0,2017-09-15,2017-09-15
redd,76561198806818368,3280,1,0,0,0,2021-10-06,2021-10-06
reddles,76561198044233364,613,1,0,0,0,2013-06-22,2013-06-22
redsnoW,76561198024627624,1001,1,0,0,0,2015-07-05,2015-07-05
redward.,76561198072137748,942,1,0,0,0,2014-10-23,2014-10-23
refvv,76561198350393897,2786,1,0,0,0,2021-01-02,2021-01-02
regi,76561198087545372,3178,1,0,0,0,2015-04-14,2015-04-14
rez,76561198028940102,437,1,0,0,0,2018-04-18,2018-04-18
roary,76561198083039313,3385,1,0,0,0,2021-10-31,2021-10-31
rose (check bio if i added you),76561197995200743,3383,1,0,0,0,2020-08-02,2020-08-02
ruz,76561198866531525,3720,1,0,0,0,2021-03-24,2021-03-24
salls,76561198114629752,2512,1,0,0,0,2020-04-04,2020-04-04
samdean (ALT),76561199073509825,5639,1,0,0,0,2025-02-15,2025-02-15
sand serpent,76561198162890584,2885,1,0,0,0,2021-06-22,2021-06-22
sav,76561198061080086,2161,1,0,0,0,2015-01-05,2015-01-05
scary,76561198866026943,3550,1,0,0,0,2020-10-07,2020-10-07
scav,76561198009399483,983,1,0,0,0,2017-06-28,2017-06-28
scomo the homo,76561198078877728,3161,1,0,0,0,2015-07-11,2015-07-11
shine,76561197983993154,5843,1,0,0,0,2024-10-05,2024-10-05
ships.,76561198053016158,937,1,0,0,0,2017-08-07,2017-08-07
shlab,76561198099670197,1328,1,0,0,0,2017-10-20,2017-10-20
shuujokyo,76561199403844781,4229,1,0,0,0,2022-10-26,2022-10-26
simon,76561198817283610,2853,1,0,0,0,2020-05-15,2020-05-15
sirius,76561198083091700,2247,1,0,0,0,2020-01-28,2020-01-28
skiptzs,76561198956842358,5363,1,0,0,0,2024-10-10,2024-10-10
slide,76561198070001821,3805,1,0,0,0,2015-03-22,2015-03-22
slihde,76561198247651340,5165,1,0,0,0,2019-11-09,2019-11-09
smeso,76561198011584640,688,1,0,0,0,2013-09-11,2013-09-11
sneetlesnackhabinz,76561199201241128,4484,1,1,0,0,2025-07-10,2025-07-10
soccersteven,76561198336561226,3177,1,0,0,0,2024-09-02,2024-09-02
spas,76561197988770260,375,1,0,0,0,2016-04-25,2016-04-25
spiderfast,76561198079350559,1875,1,0,0,0,2019-06-17,2019-06-17
spokermann,76561198123631904,2006,1,0,0,0,2018-07-21,2018-07-21
sterzun,76561198300004922,5546,1,0,0,0,2024-10-06,2024-10-06
strelka,76561198094302389,4118,1,0,0,0,2023-12-27,2023-12-27
strerror,76561197989876636,414,1,0,0,0,2016-09-25,2016-09-25
sucwubz,76561198345900420,4076,1,1,0,0,2025-07-11,2025-07-11
swag,76561198353624092,5673,1,1,0,0,2025-03-22,2025-03-22
theatreTECHIE,76561198134226028,3567,1,0,0,0,2017-06-03,2017-06-03
themadlad67,76561199309554436,4437,1,0,0,0,2023-05-07,2023-05-07
tictac ballsack,76561198101968455,2145,1,0,0,0,2015-09-27,2015-09-27
tonyr,76561198081923589,3576,1,0,0,0,2020-11-15,2020-11-15
toxic,76561198041814765,572,1,0,0,0,2016-02-15,2016-02-15
uuga,76561198123878782,342,1,0,0,0,2016-11-06,2016-11-06
verb,76561198103206527,1892,1,0,0,0,2016-03-24,2016-03-24
vikn,76561198152925445,722,1,0,0,0,2017-01-17,2017-01-17
wairuyo,76561199304535910,4100,1,0,0,0,2022-07-12,2022-07-12
waves,76561198021311308,4598,1,0,0,0,2023-09-01,2023-09-01
werstname,76561198353828071,1150,1,0,0,0,2017-12-26,2017-12-26
west,76561198125535440,3818,1,0,0,0,2022-02-07,2022-02-07
white,76561198030462768,4403,1,0,0,0,2014-08-23,2014-08-23
whitemagic,76561198026610610,1366,1,0,0,0,2019-03-21,2019-03-21
wiz,76561198916649534,4992,1,0,0,0,2024-08-15,2024-08-15
woody,76561198152329584,3812,1,0,0,0,2023-08-19,2023-08-19
xaevra,76561198153518516,3442,1,0,0,0,2021-05-06,2021-05-06
xsu jay,76561198271392622,3439,1,0,0,0,2022-04-18,2022-04-18
xye,76561198088401371,681,1,0,0,0,2017-02-23,2017-02-23
yak,76561198030330888,444,1,0,0,0,2014-06-06,2014-06-06
yuetsun,76561198261732057,5021,1,0,0,0,2018-05-27,2018-05-27
zulvan,76561198370283133,5875,1,1,0,0,2025-04-11,2025-04-11
{C}_{P},76561198060061409,1981,1,0,0,0,2016-05-27,2016-05-27
Ду ю спик Сосинглиш?,76561199063125221,5154,1,0,0,0,2024-05-26,2024-05-26
҂Storm,76561198073213264,212,1,0,0,0,2016-07-10,2016-07-10
♥Ailurus♥,76561198800376958,1664,1,0,0,0,2018-09-21,2018-09-21
♥《NRG♀Nιghτ-σ》♥,76561198166640022,3045,1,0,0,0,2022-05-15,2022-05-15
✠}Mel ~Invitine~{⭐,76561198109671372,2571,1,0,0,0,2019-03-31,2019-03-31
✨SilvAR✨,76561198355333388,5746,1,1,1,0,2025-08-22,2025-08-22
✿,76561198169108404,1422,1,0,0,0,2016-12-25,2016-12-25
❄Pooter❄,76561198272969591,5838,1,1,0,0,2025-06-13,2025-06-13
